sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	population_color	population	geometry	root_rtt_dist	clade_rtt_dist	population_rtt_dist
GCA_016102755.1_ASM1610275v1_genomic	753	1950.0	-71	Kazakhstan	West Kazakhstan Region	47.2286086	65.20931970000001	49.5568479	50.2227409	Medievalis	2.MED	2.MED1	SAMN15063701	KEEP: Assembly Modern	2	Asia	1950.0	71.0	0.0	49.5568479	50.2227409	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus pygmaeus	Rodentia	#c5e88a	2.MED	POINT (50.2227409 49.5568479)	7.375669999999998e-05	?	1.0364800000000001e-05
GCA_016102775.1_ASM1610277v1_genomic	626	1945.0	-76	Kazakhstan	Atyrau Region	47.2286086	65.20931970000001	47.660582700000006	50.806203000000004	Medievalis	2.MED	2.MED1	SAMN15063641	KEEP: Assembly Modern	2	Asia	1945.0	76.0	0.0	47.660582700000006	50.806203000000004	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	#c5e88a	2.MED	POINT (50.806203 47.66058270000001)	7.471149999999996e-05	?	1.13196e-05
GCA_016102655.1_ASM1610265v1_genomic	580	1945.0	-76	Kazakhstan	Kyzylorda Region	47.2286086	65.20931970000001	45.20588529999999	63.9155202	Medievalis	2.MED	2.MED1	SAMN15062818	KEEP: Assembly Modern	2	Asia	1945.0	76.0	0.0	45.20588529999999	63.9155202	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	#c5e88a	2.MED	POINT (63.9155202 45.20588529999999)	7.458469999999996e-05	?	1.1192799999999999e-05
GCA_016102685.1_ASM1610268v1_genomic	478	1938.0	-83	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN15062816	KEEP: Assembly Modern	2	Europe	1938.0	83.0	0.0	47.1878186	47.608851	Non-Human	IonTorrent	Newbler v. 2.6	Microtus arvalis	Rodentia	#c5e88a	2.MED	POINT (47.608851 47.1878186)	0.00010022589999999996	?	3.6834e-05
GCA_016102675.1_ASM1610267v1_genomic	378	2015.0	-6	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.90171160000001	45.249161	Medievalis	2.MED	2.MED1	SAMN15062813	KEEP: Assembly Modern	2	Europe	2015.0	6.0	0.0	46.90171160000001	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Meriones meridianus	Rodentia	#c5e88a	2.MED	POINT (45.249161 46.90171160000001)	7.426659999999993e-05	?	1.0874699999999993e-05
GCA_016102665.1_ASM1610266v1_genomic	258	1930.0	-91	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN15062812	KEEP: Assembly Modern	2	Europe	1930.0	91.0	0.0	47.1878186	47.608851	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	#c5e88a	2.MED	POINT (47.608851 47.1878186)	9.792489999999996e-05	?	3.4533e-05
GCA_016102645.1_ASM1610264v1_genomic	165	1932.0	-89	Kazakhstan	West Kazakhstan Region	47.2286086	65.20931970000001	49.5568479	50.2227409	Medievalis	2.MED	2.MED1	SAMN15055973	KEEP: Assembly Modern	2	Asia	1932.0	89.0	0.0	49.5568479	50.2227409	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	#c5e88a	2.MED	POINT (50.2227409 49.5568479)	7.451059999999996e-05	?	1.1118699999999999e-05
GCA_016102545.1_ASM1610254v1_genomic	146	1931.0	-90	Azerbaijan	Nagorno-Karabakh Republic	40.3936294	47.787250799999995	39.97461145	46.64969832546284	Medievalis	2.MED	2.MED1	SAMN15055918	KEEP: Assembly Modern	2	Asia	1931.0	90.0	0.0	39.97461145	46.64969832546284	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	#c5e88a	2.MED	POINT (46.64969832546284 39.97461145)	7.656629999999999e-05	?	1.31744e-05
GCA_016102585.1_ASM1610258v1_genomic	48	1966.0	-55	Kazakhstan	Aktobe Region	47.2286086	65.20931970000001	48.23965820000001	57.721328899999996	Medievalis	2.MED	2.MED1	SAMN15054255	KEEP: Assembly Modern Ambiguous Province Western or Aktobe	2	Asia	1966.0	55.0	0.0	48.23965820000001	57.721328899999996	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	#c5e88a	2.MED	POINT (57.7213289 48.23965820000001)	7.278249999999995e-05	?	9.390599999999996e-06
GCA_016102565.1_ASM1610256v1_genomic	27	1924.0	-97	Russia	Rostov Oblast	64.6863136	97.7453061	47.6222451	40.7957942	Medievalis	2.MED	2.MED1	SAMN15053870	KEEP: Assembly Modern	2	Europe	1924.0	97.0	0.0	47.6222451	40.7957942	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus pygmaeus	Rodentia	#c5e88a	2.MED	POINT (40.7957942 47.6222451)	0.00011167549999999998	?	4.82836e-05
GCA_016102575.1_ASM1610257v1_genomic	4	1917.0	-104	Kazakhstan	West Kazakhstan Region	47.2286086	65.20931970000001	49.5568479	50.2227409	Medievalis	2.MED	2.MED1	SAMN15053851	KEEP: Assembly Modern	2	Asia	1917.0	104.0	0.0	49.5568479	50.2227409	Non-Human	IonTorrent	Newbler v. 2.6	Camelus	Artiodactyla	#c5e88a	2.MED	POINT (50.2227409 49.5568479)	7.352119999999998e-05	?	1.0129300000000001e-05
GCA_016102555.1_ASM1610255v1_genomic	2	1912.0	-109	Kazakhstan	West Kazakhstan region	47.2286086	65.20931970000001	49.5568479	50.2227409	Medievalis	2.MED	2.MED1	SAMN15053798	KEEP: Assembly Modern	2	Asia	1912.0	109.0	0.0	49.5568479	50.2227409	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	#c5e88a	2.MED	POINT (50.2227409 49.5568479)	8.564199999999996e-05	?	2.22501e-05
GCA_015190655.1_ASM1519065v1_genomic	S19960127	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021983	KEEP: Assembly Modern	2	Asia	1996.0	25.0	0.0	29.8556443	90.87498070000001	Human	?	?	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.544159999999997e-05	?	3.9342e-06
GCA_015158485.1_ASM1515848v1_genomic	S20070086	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021982	KEEP: Assembly Modern	1	Asia	2007.0	14.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (90.87498070000001 29.8556443)	6.259419999999999e-05	?	2.8976e-06
GCA_015158475.1_ASM1515847v1_genomic	S20080153	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021981	KEEP: Assembly Modern	1	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (90.87498070000001 29.8556443)	6.174629999999998e-05	?	2.0497000000000005e-06
GCA_015158575.1_ASM1515857v1_genomic	S19990082	1999.0	-22	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021980	KEEP: Assembly Modern	1	Asia	1999.0	22.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	hare	Lagomorpha	#ff4824	1.IN	POINT (90.87498070000001 29.8556443)	6.403119999999998e-05	?	4.3346e-06
GCA_015158585.1_ASM1515858v1_genomic	S19990078	1999.0	-22	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021979	KEEP: Assembly Modern	1	Asia	1999.0	22.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (90.87498070000001 29.8556443)	6.353639999999998e-05	?	3.8398e-06
GCA_015158615.1_ASM1515861v1_genomic	S19990068	1999.0	-22	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021978	KEEP: Assembly Modern	1	Asia	1999.0	22.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (90.87498070000001 29.8556443)	6.330079999999998e-05	?	3.6042e-06
GCA_015158635.1_ASM1515863v1_genomic	S19960067	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021977	KEEP: Assembly Modern	1	Asia	1996.0	25.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (90.87498070000001 29.8556443)	6.403119999999998e-05	?	4.3346e-06
GCA_015158625.1_ASM1515862v1_genomic	S19940051	1994.0	-27	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021976	KEEP: Assembly Modern	1	Asia	1994.0	27.0	0.0	29.8556443	90.87498070000001	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#ff4824	1.IN	POINT (90.87498070000001 29.8556443)	6.174629999999998e-05	?	2.0497000000000005e-06
GCA_015158675.1_ASM1515867v1_genomic	S20070189	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT1	SAMN13021975	KEEP: Assembly Modern	2	Asia	2007.0	14.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.583149999999998e-05	?	4.324100000000001e-06
GCA_015158715.1_ASM1515871v1_genomic	S20040188	2004.0	-17	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT1	SAMN13021974	KEEP: Assembly Modern	2	Asia	2004.0	17.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.487599999999998e-05	?	3.3686000000000002e-06
GCA_015158695.1_ASM1515869v1_genomic	S20080165	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021973	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.416929999999998e-05	?	2.6619000000000003e-06
GCA_015158705.1_ASM1515870v1_genomic	S20080164	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021972	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.416929999999998e-05	?	2.6619000000000003e-06
GCA_015158755.1_ASM1515875v1_genomic	S20080163	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021971	KEEP: Assembly Modern Placement	2	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.614829999999997e-05	?	4.640900000000001e-06
GCA_015158765.1_ASM1515876v1_genomic	S20080158	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021970	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.485249999999999e-05	?	3.3451000000000004e-06
GCA_015158805.1_ASM1515880v1_genomic	S20080157	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT1	SAMN13021969	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.627899999999998e-05	?	4.7716e-06
GCA_015158795.1_ASM1515879v1_genomic	S19960156	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021968	KEEP: Assembly Modern	2	Asia	1996.0	25.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.515879999999998e-05	?	3.6514000000000003e-06
GCA_015158815.1_ASM1515881v1_genomic	S20080154	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT1	SAMN13021967	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.464049999999999e-05	?	3.1331e-06
GCA_015158845.1_ASM1515884v1_genomic	S20070088	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021966	KEEP: Assembly Modern	2	Asia	2007.0	14.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.492329999999998e-05	?	3.4159000000000006e-06
GCA_015158875.1_ASM1515887v1_genomic	S20080151	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021965	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.525319999999997e-05	?	3.7458000000000006e-06
GCA_015158895.1_ASM1515889v1_genomic	S20080150	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021964	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.468769999999998e-05	?	3.1803000000000007e-06
GCA_015158935.1_ASM1515893v1_genomic	S20080149	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT1	SAMN13021963	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.461689999999999e-05	?	3.1095e-06
GCA_015158905.1_ASM1515890v1_genomic	S20050130	2005.0	-16	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021962	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	29.8556443	90.87498070000001	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.595989999999996e-05	?	4.4525e-06
GCA_015158945.1_ASM1515894v1_genomic	S20070126	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021961	KEEP: Assembly Modern	2	Asia	2007.0	14.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.513519999999998e-05	?	3.6278000000000002e-06
GCA_015158955.1_ASM1515895v1_genomic	S20010125	2001.0	-20	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021960	KEEP: Assembly Modern	2	Asia	2001.0	20.0	0.0	29.8556443	90.87498070000001	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.617179999999996e-05	?	4.6644e-06
GCA_015158995.1_ASM1515899v1_genomic	S19980124	1998.0	-23	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021959	KEEP: Assembly Modern	2	Asia	1998.0	23.0	0.0	29.8556443	90.87498070000001	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.593629999999997e-05	?	4.428900000000001e-06
GCA_015159005.1_ASM1515900v1_genomic	S20050120	2005.0	-16	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021958	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.574789999999996e-05	?	4.2405e-06
GCA_015159045.1_ASM1515904v1_genomic	S20050087	2005.0	-16	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT1	SAMN13021957	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.6279e-05	?	4.7716e-06
GCA_015159035.1_ASM1515903v1_genomic	S20050084	2005.0	-16	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021956	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.520599999999997e-05	?	3.6986000000000005e-06
GCA_015159075.1_ASM1515907v1_genomic	S20010083	2001.0	-20	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021955	KEEP: Assembly Modern	2	Asia	2001.0	20.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.515889999999998e-05	?	3.6515000000000005e-06
GCA_015159085.1_ASM1515908v1_genomic	S20020079	2002.0	-19	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021954	KEEP: Assembly Modern	2	Asia	2002.0	19.0	0.0	29.8556443	90.87498070000001	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.515879999999998e-05	?	3.6514000000000003e-06
GCA_015159105.1_ASM1515910v1_genomic	S20030070	2003.0	-18	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021953	KEEP: Assembly Modern	2	Asia	2003.0	18.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.515889999999998e-05	?	3.6515000000000005e-06
GCA_015159145.1_ASM1515914v1_genomic	S19910056	1991.0	-30	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021952	KEEP: Assembly Modern	2	Asia	1991.0	30.0	0.0	29.8556443	90.87498070000001	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.548879999999997e-05	?	3.9814000000000005e-06
GCA_015159135.1_ASM1515913v1_genomic	S19910050	1991.0	-30	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021951	KEEP: Assembly Modern	2	Asia	1991.0	30.0	0.0	29.8556443	90.87498070000001	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.548879999999997e-05	?	3.9814000000000005e-06
GCA_015159175.1_ASM1515917v1_genomic	S19980039	1998.0	-23	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021950	KEEP: Assembly Modern	2	Asia	1998.0	23.0	0.0	29.8556443	90.87498070000001	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.591269999999997e-05	?	4.405300000000001e-06
GCA_015159195.1_ASM1515919v1_genomic	S19960038	1998.0	-23	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021949	KEEP: Assembly Modern	2	Asia	1998.0	23.0	0.0	29.8556443	90.87498070000001	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.555909999999998e-05	?	4.0517e-06
GCA_015159615.1_ASM1515961v1_genomic	14D	1970.0	-51	Russia	Ingushetia	64.6863136	97.7453061	43.1655309	44.979682000000004	Medievalis	2.MED	2.MED1	SAMN16431992	KEEP: Assembly Modern	2	Europe	1970.0	51.0	0.0	43.1655309	44.979682000000004	Non-Human	?	?	Spermophilus pygmaeus	Rodentia	#c5e88a	2.MED	POINT (44.979682 43.1655309)	7.571359999999997e-05	?	1.2321699999999998e-05
GCA_015274745.1_ASM1527474v1_genomic	KM2074	2019.0	-2	Kyrgyzstan	?	41.5089324	74.724091	?	?	Antiqua	0.ANT	0.ANT5	SAMN14091023	KEEP: Assembly Modern No Province	0	Asia	2019.0	2.0	0.0	41.5089324	74.724091	Non-Human	IonTorrent	Newbler v. 2.6	Marmota baibacina	Rodentia	#238af5	0.ANT	POINT (74.724091 41.5089324)	5.917549999999999e-05	?	1.65474e-05
GCA_015274715.1_ASM1527471v1_genomic	KM2080	2019.0	-2	Kyrgyzstan	?	41.5089324	74.724091	?	?	Antiqua	0.ANT	0.ANT5	SAMN14090740	KEEP: Assembly Modern No Province	0	Asia	2019.0	2.0	0.0	41.5089324	74.724091	Non-Human	IonTorrent	Newbler v. 2.6	Marmota baibacina	Rodentia	#238af5	0.ANT	POINT (74.724091 41.5089324)	5.95994e-05	?	1.6971299999999998e-05
GCA_015274685.1_ASM1527468v1_genomic	KM2071	2019.0	-2	Kyrgyzstan	?	41.5089324	74.724091	?	?	Antiqua	0.ANT	0.ANT5	SAMN14090728	KEEP: Assembly Modern No Province	0	Asia	2019.0	2.0	0.0	41.5089324	74.724091	Non-Human	IonTorrent	Newbler v. 2.6	flea	Siphonaptera	#238af5	0.ANT	POINT (74.724091 41.5089324)	5.917549999999999e-05	?	1.65474e-05
GCA_014734395.1_ASM1473439v1_genomic	S16	2018.0	-3	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Medievalis	2.MED	2.MED3	SAMN16205174	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Nosopsyllus laeviceps	Siphonaptera	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	7.005849999999998e-05	?	6.6666e-06
GCA_014734355.1_ASM1473435v1_genomic	S15	2018.0	-3	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Medievalis	2.MED	2.MED3	SAMN16205173	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Xenopsylla conformis	Siphonaptera	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	7.005849999999998e-05	?	6.6666e-06
GCA_014734405.1_ASM1473440v1_genomic	S14	2018.0	-3	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Medievalis	2.MED	2.MED3	SAMN16205172	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Meriones unguiculatus	Rodentia	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	7.005849999999998e-05	?	6.6666e-06
GCA_013421535.1_ASM1342153v1_genomic	P_14709	1988.0	-33	Vietnam	Ho Chi Minh City	13.2904027	108.42651129999999	10.7715512	106.6983801	Orientalis	1.ORI	1.ORI2	SAMN14943533	KEEP: Assembly Modern	1	Asia	1988.0	33.0	0.0	10.7715512	106.6983801	?	IonTorrent	Newbler v. 2.6	missing	?	#ff0000	1.ORI	POINT (106.6983801 10.7715512)	7.32611e-05	?	6.474e-06
GCA_013421545.1_ASM1342154v1_genomic	P_13273	1986.0	-35	Vietnam	?	13.2904027	108.42651129999999	?	?	Orientalis	1.ORI	1.ORI2	SAMN14943532	KEEP: Assembly Modern No Province	1	Asia	1986.0	35.0	0.0	13.2904027	108.42651129999999	?	IonTorrent	Newbler v. 2.6	missing	?	#ff0000	1.ORI	POINT (108.4265113 13.2904027)	7.37918e-05	?	7.004700000000001e-06
GCA_013421555.1_ASM1342155v1_genomic	P_13272	1986.0	-35	Vietnam	?	13.2904027	108.42651129999999	?	?	Orientalis	1.ORI	1.ORI2	SAMN14943531	KEEP: Assembly Modern No Province	1	Asia	1986.0	35.0	0.0	13.2904027	108.42651129999999	?	IonTorrent	Newbler v. 2.6	missing	?	#ff0000	1.ORI	POINT (108.4265113 13.2904027)	7.175689999999999e-05	?	4.9698e-06
GCA_013421465.1_ASM1342146v1_genomic	Saigon_Nhatraung_62_3	1962.0	-59	Vietnam	Khánh Hoà Province	13.2904027	108.42651129999999	12.196080300000002	108.9950386	Orientalis	1.ORI	1.ORI2	SAMN14943509	KEEP: Assembly Modern	1	Asia	1962.0	59.0	0.0	12.196080300000002	108.9950386	?	IonTorrent	Newbler v. 2.6	missing	?	#ff0000	1.ORI	POINT (108.9950386 12.1960803)	7.46273e-05	?	7.8402e-06
GCA_013421455.1_ASM1342145v1_genomic	140_Dalat	1967.0	-54	Vietnam	Lâm Đồng Province	13.2904027	108.42651129999999	11.693772500000001	108.152754	Orientalis	1.ORI	1.ORI2	SAMN14943503	KEEP: Assembly Modern	1	Asia	1967.0	54.0	0.0	11.693772500000001	108.152754	?	IonTorrent	Newbler v. 2.6	missing	?	#ff0000	1.ORI	POINT (108.152754 11.6937725)	7.088179999999999e-05	?	4.0947e-06
