sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	library_layout	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	population_color	population	geometry	root_rtt_dist	population_rtt_dist	node_type	branch_length	branch_support	branch_support_conf_char	branch_support_conf_category	timetree_date	timetree_CI_height	timetree_CI_date	mugration_country	mugration_province	mugration_continent	mugration_host_order	mugration_population	mugration_country_confidence	mugration_country_lat_confidence	mugration_country_lon_confidence	mugration_province_confidence	mugration_province_lat_confidence	mugration_province_lon_confidence	mugration_continent_confidence	mugration_host_order_confidence	mugration_population_confidence	mugration_country_lat	mugration_country_lon	mugration_province_lat	mugration_province_lon	branch_length_sub	branch_length_time	rate_sub	rate_sub_year	date_lower	date_upper	divtree_coord_x	divtree_coord_y	rtt_dist	timetree_coord_x	timetree_coord_y	timetree_date_calendar	timetree_CI_lower_err	timetree_CI_upper_err	country_date_strain	province_date_strain	root_geo_dist	population_geo_dist
NODE345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.6429e-06	100.0	*	HIGH	-252.997	{207.455,302.964}	{-302.964,-207.455}	China	Qinghai	Asia	Rodentia	2.ANT	1.0	0.9999965935770968	0.9999965935770968	0.58	0.5753211869853545	0.5753211869853545	1.0	0.54	1.0	35.000074	104.999927	35.40709525	95.95211573241954	6.9738180638	180.074	9.123471461732398e-09	0.03872751237713384	NA	NA	6.22007e-05	349.92913818359375	6.22007e-05	5293.0153	349.92913818359375	1769.0	50.0	45.0	NA	NA	823.02714885	0.0
NODE346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	86.0		LOW	-252.997	{207.455,302.964}	{-302.964,-207.455}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.999996613029404	0.999996613029404	1.0	0.9961517284725592	0.9961517284725592	1.0	0.81	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	0.0	0.0	0.0	NA	NA	6.22242e-05	354.8582763671875	6.22242e-05	5293.0153	354.8582763671875	1769.0	50.0	45.0	NA	NA	823.02714885	0.0
NODE347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	40.0		LOW	-207.29	{138.417,270.115}	{-270.115,-138.417}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966139002304	0.9999966139002304	1.0	0.9999780708280804	0.9999780708280804	1.0	0.97	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	45.7074	5.141399423288133e-10	0.0021824325382760776	NA	NA	6.224770000000001e-05	348.546875	6.224770000000001e-05	5338.7227	348.546875	1814.0	63.0	69.0	NA	NA	823.02714885	0.0
NODE348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.1735e-06	100.0	*	HIGH	-65.5029	{23.1589,119.416}	{-119.416,-23.1589}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.999996643899966	0.999996643899966	1.0	0.99999891098894	0.99999891098894	1.0	0.99	1.0	35.000074	104.999927	29.8556443	90.87498070000001	4.981298617	141.787	8.276499255926142e-09	0.03513226612453892	NA	NA	6.342120000000002e-05	346.75	6.342120000000002e-05	5480.5097000000005	346.75	1956.0	54.0	42.0	NA	NA	823.02714885	0.0
NODE349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	86.0		LOW	-43.8231	{13,84.1866}	{-84.1866,-13}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966733093628	0.9999966733093628	1.0	0.9999990299987052	0.9999990299987052	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	21.6798	1.083958339099069e-09	0.004601210204891189	NA	NA	6.344470000000002e-05	347.5	6.344470000000002e-05	5502.1895	347.5	1978.0	41.0	30.0	NA	NA	823.02714885	0.0
NODE350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.4082e-06	100.0	*	HIGH	-60.291	{33.9193,98.1542}	{-98.1542,-33.9193}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966433191572	0.9999966433191572	1.0	0.9999989109600363	0.9999989109600363	1.0	0.99	1.0	35.000074	104.999927	29.8556443	90.87498070000001	5.9775583404	146.999	9.579657004469418e-09	0.04066393880502588	NA	NA	6.365590000000001e-05	350.34375	6.365590000000001e-05	5485.7217	350.34375	1961.0	38.0	27.0	NA	NA	823.02714885	0.0
NODE351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	39.0		LOW	-56.6379	{29.5356,83.3214}	{-83.3214,-29.5356}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.999996614496958	0.999996614496958	1.0	0.999999024007176	0.999999024007176	1.0	0.99	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	3.65306	6.432963050155212e-09	0.02730678308048595	NA	NA	6.367940000000001e-05	351.6875	6.367940000000001e-05	5489.37476	351.6875	1965.0	27.0	27.0	NA	NA	823.02714885	0.0
NODE352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	25.0		LOW	-41.1552	{18.7127,67.6066}	{-67.6066,-18.7127}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966730219882	0.9999966730219882	1.0	0.9999990306391622	0.9999990306391622	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	15.4827	1.5178231187066854e-09	0.00644288896639475	NA	NA	6.370290000000002e-05	350.5	6.370290000000002e-05	5504.857459999999	350.5	1980.0	26.0	23.0	NA	NA	823.02714885	0.0
NODE353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	17.0		LOW	-56.6379	{29.5356,83.3214}	{-83.3214,-29.5356}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966436188388	0.9999966436188388	1.0	0.9999990276471642	0.9999990276471642	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	0.0	0.0	0.0	NA	NA	6.370290000000002e-05	352.875	6.370290000000002e-05	5489.37476	352.875	1965.0	27.0	27.0	NA	NA	823.02714885	0.0
NODE354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	26.0		LOW	-56.6379	{29.5356,83.3214}	{-83.3214,-29.5356}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.999996644193615	0.999996644193615	1.0	0.9999990276722784	0.9999990276722784	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	0.0	0.0	0.0	NA	NA	6.372640000000002e-05	353.75	6.372640000000002e-05	5489.37476	353.75	1965.0	27.0	27.0	NA	NA	823.02714885	0.0
NODE355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.347e-07	100.0	*	HIGH	-38.3699	{20,71.0212}	{-71.0212,-20}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966733123979	0.9999966733123979	1.0	0.9999990306536358	0.9999990306536358	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.9962597234	18.2679	1.2847672693631998e-08	0.054536083698728366	NA	NA	6.396110000000003e-05	354.5	6.396110000000003e-05	5507.6426599999995	354.5	1983.0	33.0	18.0	NA	NA	823.02714885	0.0
NODE356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	33.0		LOW	-252.997	{207.455,302.964}	{-302.964,-207.455}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966125050908	0.9999966125050908	1.0	0.9999780683589834	0.9999780683589834	1.0	0.82	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	0.0	0.0	0.0	NA	NA	6.224770000000001e-05	361.169677734375	6.224770000000001e-05	5293.0153	361.169677734375	1769.0	50.0	45.0	NA	NA	823.02714885	0.0
NODE357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	4.694e-07	100.0	*	HIGH	-252.997	{207.455,302.964}	{-302.964,-207.455}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999964820069548	0.9999964820069548	1.0	0.9999988716650098	0.9999988716650098	1.0	0.94	1.0	35.000074	104.999927	29.8556443	90.87498070000001	1.9925194468	0.0	0.0	0.0	NA	NA	6.271710000000001e-05	358.25	6.271710000000001e-05	5293.0153	358.25	1769.0	50.0	45.0	NA	NA	823.02714885	0.0
NODE358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	78.0		LOW	-252.997	{207.455,302.964}	{-302.964,-207.455}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999722081819816	0.9999722081819816	1.0	0.9999883409729676	0.9999883409729676	1.0	0.94	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	0.0	0.0	0.0	NA	NA	6.274060000000001e-05	356.75	6.274060000000001e-05	5293.0153	356.75	1769.0	50.0	45.0	NA	NA	823.02714885	0.0
NODE359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	7.041e-07	100.0	*	HIGH	-252.997	{207.455,302.964}	{-302.964,-207.455}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9951255463767988	0.9951255463767988	1.0	0.9967063693010629	0.9967063693010629	1.0	0.84	1.0	35.000074	104.999927	29.8556443	90.87498070000001	2.9887791702	0.0	0.0	0.0	NA	NA	6.344470000000002e-05	357.5	6.344470000000002e-05	5293.0153	357.5	1769.0	50.0	45.0	NA	NA	823.02714885	0.0
NODE360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.1735e-06	100.0	*	HIGH	-112.981	{66.2404,178.619}	{-178.619,-66.2404}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966431007994	0.9999966431007994	1.0	0.9999990268812368	0.9999990268812368	1.0	0.99	1.0	35.000074	104.999927	29.8556443	90.87498070000001	4.981298617	140.016	8.381185007427723e-09	0.03557663850559936	NA	NA	6.389060000000001e-05	359.75	6.389060000000001e-05	5433.0313	359.75	1909.0	66.0	46.0	NA	NA	823.02714885	0.0
NODE361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	7.041e-07	100.0	*	HIGH	-39.8827	{14,71.9645}	{-71.9645,-14}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966733036928	0.9999966733036928	1.0	0.9999990306494472	0.9999990306494472	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	2.9887791702	73.098	9.632274480833949e-09	0.040887290626282526	NA	NA	6.459470000000002e-05	360.5	6.459470000000002e-05	5506.1293	360.5	1982.0	32.0	25.0	NA	NA	823.02714885	0.0
NODE362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	4.694e-07	100.0	*	HIGH	-164.401	{95.1544,228.451}	{-228.451,-95.1544}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.999996614188262	0.999996614188262	1.0	0.9999989073137936	0.9999989073137936	1.0	0.71	1.0	35.000074	104.999927	29.8556443	90.87498070000001	1.9925194468	88.5957	5.298225534647844e-09	0.022490024310434932	NA	NA	6.271710000000001e-05	364.08935546875	6.271710000000001e-05	5381.611	364.08935546875	1857.0	64.0	69.0	NA	NA	823.02714885	0.0
NODE363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	4.694e-07	100.0	*	HIGH	-44.9302	{13,80.2197}	{-80.2197,-13}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966730188068	0.9999966730188068	1.0	0.9999990299841228	0.9999990299841228	1.0	0.65	1.0	35.000074	104.999927	29.8556443	90.87498070000001	1.9925194468	119.471	3.9289869508081455e-09	0.016677850246503336	NA	NA	6.318650000000001e-05	362.5	6.318650000000001e-05	5501.082	362.5	1977.0	36.0	31.0	NA	NA	823.02714885	0.0
NODE364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.4082e-06	100.0	*	HIGH	-65.8649	{36.553,116.774}	{-116.774,-36.553}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.999996643322148	0.999996643322148	1.0	0.9999990269776052	0.9999990269776052	1.0	0.69	1.0	35.000074	104.999927	29.8556443	90.87498070000001	5.9775583404	98.5365	1.4291150994809029e-08	0.060663392148087254	NA	NA	6.412530000000001e-05	365.6787109375	6.412530000000001e-05	5480.1475	365.6787109375	1956.0	51.0	29.0	NA	NA	823.02714885	0.0
NODE365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	22.0		LOW	-56.9088	{36.553,86.8953}	{-86.8953,-36.553}	China	Tibet	Asia	Human	2.ANT	1.0	0.9999966144938262	0.9999966144938262	1.0	0.9999990246657144	0.9999990246657144	1.0	0.71	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	8.95611	2.6239070310659423e-09	0.011138018291423395	NA	NA	6.414880000000001e-05	367.357421875	6.414880000000001e-05	5489.10361	367.357421875	1965.0	30.0	20.0	NA	NA	823.02714885	0.0
NODE366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	17.0		LOW	-54.7648	{29.8289,79.339}	{-79.339,-29.8289}	China	Tibet	Asia	Human	2.ANT	1.0	0.9999966730219548	0.9999966730219548	1.0	0.9999990306428832	0.9999990306428832	1.0	0.98	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	2.14404	1.0960616406410329e-08	0.0465258656554915	NA	NA	6.417230000000002e-05	365.5	6.417230000000002e-05	5491.24765	365.5	1967.0	25.0	25.0	NA	NA	823.02714885	0.0
NODE367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	20.0		LOW	-47.9779	{34.2376,72.7526}	{-72.7526,-34.2376}	China	Tibet	Asia	Human	2.ANT	1.0	0.999996643319232	0.999996643319232	1.0	0.9999990276400385	0.9999990276400385	1.0	0.67	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	8.93091	2.6313108070734108e-09	0.011169446002702971	NA	NA	6.417230000000002e-05	369.21484375	6.417230000000002e-05	5498.03452	369.21484375	1974.0	25.0	13.0	NA	NA	823.02714885	0.0
NODE368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	23.0		LOW	-47.9779	{34.2376,72.7526}	{-72.7526,-34.2376}	China	Tibet	Asia	Human	2.ANT	1.0	0.9999966139099864	0.9999966139099864	1.0	0.9999990246479924	0.9999990246479924	1.0	0.88	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	0.0	0.0	0.0	NA	NA	6.419580000000002e-05	371.4296875	6.419580000000002e-05	5498.03452	371.4296875	1974.0	25.0	13.0	NA	NA	823.02714885	0.0
NODE369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	4.694e-07	100.0	*	HIGH	-32.8574	{20,50.8061}	{-50.8061,-20}	China	Tibet	Asia	Human	2.ANT	1.0	0.9999966439000744	0.9999966439000744	1.0	0.9999990276615228	0.9999990276615228	1.0	0.96	1.0	35.000074	104.999927	29.8556443	90.87498070000001	1.9925194468	15.1205	3.104394695942595e-08	0.13177602902020435	NA	NA	6.466520000000002e-05	368.75	6.466520000000002e-05	5513.15502	368.75	1989.0	18.0	12.0	NA	NA	823.02714885	0.0
NODE370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	82.0		LOW	-28.4814	{16,44.0605}	{-44.0605,-16}	China	Tibet	Asia	Human	2.ANT	1.0	0.9999966733093644	0.9999966733093644	1.0	0.9999990306535904	0.9999990306535904	1.0	0.91	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	4.37596	5.37025018510224e-09	0.02279575613122606	NA	NA	6.468870000000002e-05	369.5	6.468870000000002e-05	5517.53098	369.5	1993.0	16.0	12.0	NA	NA	823.02714885	0.0
NODE371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	10.0		LOW	-43.678	{30.8887,63.4557}	{-63.4557,-30.8887}	China	Tibet	Asia	Human	2.ANT	1.0	0.9999966139069868	0.9999966139069868	1.0	0.9999990246479472	0.9999990246479472	1.0	0.86	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	4.29989	5.465256087946435e-09	0.02319903927774896	NA	NA	6.421930000000002e-05	374.109375	6.421930000000002e-05	5502.33441	374.109375	1978.0	20.0	13.0	NA	NA	823.02714885	0.0
NODE372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	0.0		LOW	-26.7526	{25,42.167}	{-42.167,-25}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966436126752	0.9999966436126752	1.0	0.9999990276508368	0.9999990276508368	1.0	0.75	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	16.9254	1.3884457678991338e-09	0.005893705141385137	NA	NA	6.424280000000003e-05	371.875	6.424280000000003e-05	5519.2598100000005	371.875	1995.0	16.0	1.0	NA	NA	823.02714885	0.0
NODE373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	0.0	0.0		LOW	-25	{25,33.5429}	{-33.5429,-25}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966441935492	0.9999966441935492	1.0	0.9999990276722994	0.9999990276722994	1.0	0.82	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.0	1.75258	0.0	0.0	NA	NA	6.424280000000003e-05	372.75	6.424280000000003e-05	5521.012390000001	372.75	1996.0	8.0	0.0	NA	NA	823.02714885	0.0
NODE374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	0.0	0.0		LOW	-25	{25,33.5429}	{-33.5429,-25}	China	Tibet	Asia	Rodentia	2.ANT	1.0	0.9999966733123974	0.9999966733123974	1.0	0.999999030653636	0.999999030653636	1.0	0.73	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.0	0.0	0.0	0.0	NA	NA	6.424280000000003e-05	373.5	6.424280000000003e-05	5521.012390000001	373.5	1996.0	8.0	0.0	NA	NA	823.02714885	0.0
NODE375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	11.0		LOW	-43.678	{30.8887,63.4557}	{-63.4557,-30.8887}	China	Tibet	Asia	Human	2.ANT	1.0	0.9999966433192334	0.9999966433192334	1.0	0.99999902764006	0.99999902764006	1.0	0.99	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	0.0	0.0	0.0	NA	NA	6.424280000000003e-05	376.34375	6.424280000000003e-05	5502.33441	376.34375	1978.0	20.0	13.0	NA	NA	823.02714885	0.0
NODE376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.35e-08	25.0		LOW	-43.678	{30.8887,63.4557}	{-63.4557,-30.8887}	China	Tibet	Asia	Human	2.ANT	1.0	0.9999966144969592	0.9999966144969592	1.0	0.9999990246695464	0.9999990246695464	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	0.0	0.0	0.0	NA	NA	6.426630000000003e-05	377.6875	6.426630000000003e-05	5502.33441	377.6875	1978.0	20.0	13.0	NA	NA	823.02714885	0.0
NODE377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.347e-07	100.0	*	HIGH	-30	{30,40.2763}	{-40.2763,-30}	China	Tibet	Asia	Human	2.ANT	1.0	0.9999966730219882	0.9999966730219882	1.0	0.9999990306429046	0.9999990306429046	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.9962597234	13.678	1.715894136569674e-08	0.07283665180581957	NA	NA	6.450100000000004e-05	376.5	6.450100000000004e-05	5516.01241	376.5	1991.0	10.0	0.0	NA	NA	823.02714885	0.0
NODE378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	4.694e-07	100.0	*	HIGH	-25	{25,35.9899}	{-35.9899,-25}	China	Tibet	Asia	Human	2.ANT	1.0	0.9999966436188388	0.9999966436188388	1.0	0.9999990276509284	0.9999990276509284	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	1.9925194468	18.678	2.5131170360852337e-08	0.10667734483349395	NA	NA	6.473570000000003e-05	378.875	6.473570000000003e-05	5521.01241	378.875	1996.0	10.0	0.0	NA	NA	823.02714885	0.0
