sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	library_layout	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	population_color	population	geometry	root_rtt_dist	population_rtt_dist
GCA_016102675.1_ASM1610267v1_genomic	378	2015.0	-6	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.90171160000001	45.249161	Medievalis	2.MED	2.MED1	SAMN15062813	KEEP: Assembly Modern	2	Europe	2015.0	6.0	0.0	46.90171160000001	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Meriones meridianus	Rodentia	?	1.761	223.0	125.0	52.0	2.40385	0.0	0.0	248.0	223.0	25.0	0.10080599999999999	2.35e-08	#c5e88a	2.MED	POINT (45.249161 46.90171160000001)	7.323190000000008e-05	9.623000000000001e-06
GCA_016102645.1_ASM1610264v1_genomic	165	1932.0	-89	Kazakhstan	West Kazakhstan Region	47.2286086	65.20931970000001	49.5568479	50.2227409	Medievalis	2.MED	2.MED1	SAMN15055973	KEEP: Assembly Modern	2	Asia	1932.0	89.0	0.0	49.5568479	50.2227409	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	?	1.786	219.0	122.0	47.0	2.59574	1.0	0.0212766	229.0	219.0	10.0	0.0436681	3.5206e-06	#c5e88a	2.MED	POINT (50.2227409 49.5568479)	7.351340000000001e-05	9.9045e-06
GCA_016102545.1_ASM1610254v1_genomic	146	1931.0	-90	Azerbaijan	Nagorno-Karabakh Republic	40.3936294	47.7872508	39.97461145	46.64969832546284	Medievalis	2.MED	2.MED1	SAMN15055918	KEEP: Assembly Modern	2	Asia	1931.0	90.0	0.0	39.97461145	46.64969832546284	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	?	1.895	226.0	131.0	50.0	2.62	1.0	0.02	246.0	226.0	20.0	0.0813008	5.1635e-06	#c5e88a	2.MED	POINT (46.64969832546284 39.97461145)	7.58134e-05	1.2204499999999998e-05
GCA_016102585.1_ASM1610258v1_genomic	48	1966.0	-55	Kazakhstan	Aktobe Region	47.2286086	65.20931970000001	48.23965820000001	57.7213289	Medievalis	2.MED	2.MED1	SAMN15054255	KEEP: Assembly Modern Ambiguous Province Western or Aktobe	2	Asia	1966.0	55.0	0.0	48.23965820000001	57.7213289	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	?	1.881	218.0	119.0	53.0	2.2452799999999997	0.0	0.0	245.0	218.0	27.0	0.110204	2.347e-07	#c5e88a	2.MED	POINT (57.7213289 48.23965820000001)	7.175320000000007e-05	8.1443e-06
GCA_016102575.1_ASM1610257v1_genomic	4	1917.0	-104	Kazakhstan	West Kazakhstan Region	47.2286086	65.20931970000001	49.5568479	50.2227409	Medievalis	2.MED	2.MED1	SAMN15053851	KEEP: Assembly Modern	2	Asia	1917.0	104.0	0.0	49.5568479	50.2227409	Non-Human	IonTorrent	Newbler v. 2.6	Camelus	Artiodactyla	?	1.911	210.0	121.0	45.0	2.6888900000000002	0.0	0.0	236.0	210.0	26.0	0.110169	1.8776e-06	#c5e88a	2.MED	POINT (50.2227409 49.5568479)	7.229280000000001e-05	8.6839e-06
GCA_015190655.1_ASM1519065v1_genomic	S19960127	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021983	KEEP: Assembly Modern	2	Asia	1996.0	25.0	0.0	29.8556443	90.8749807	Human	?	?	Homo sapiens	Human	?	1.7309999999999999	175.0	96.0	39.0	2.4615400000000003	1.0	0.025641000000000004	213.0	175.0	38.0	0.178404	2.347e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.440700000000002e-05	3.8491999999999995e-06
GCA_015158485.1_ASM1515848v1_genomic	S20070086	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Orientalis	1.IN	1.IN2	SAMN13021982	KEEP: Assembly Modern	1	Asia	2007.0	14.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	2.1	82.0	52.0	17.0	3.05882	0.0	0.0	101.0	82.0	19.0	0.188119	1.6429e-06	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.187999999999998e-05	3.1216e-06
GCA_015158475.1_ASM1515847v1_genomic	S20080153	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Orientalis	1.IN	1.IN2	SAMN13021981	KEEP: Assembly Modern	1	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	2.167	72.0	41.0	17.0	2.4117599999999997	0.0	0.0	99.0	72.0	27.0	0.272727	2.35e-08	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.0729999999999976e-05	1.9715999999999995e-06
GCA_015158575.1_ASM1515857v1_genomic	S19990082	1999.0	-22	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Orientalis	1.IN	1.IN2	SAMN13021980	KEEP: Assembly Modern	1	Asia	1999.0	22.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	hare	Lagomorpha	?	1.844	85.0	49.0	20.0	2.45	2.0	0.1	111.0	85.0	26.0	0.23423400000000003	2.35e-08	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.307699999999999e-05	4.3186e-06
GCA_015158585.1_ASM1515858v1_genomic	S19990078	1999.0	-22	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Orientalis	1.IN	1.IN2	SAMN13021979	KEEP: Assembly Modern	1	Asia	1999.0	22.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	2.231	80.0	45.0	21.0	2.1428599999999998	0.0	0.0	101.0	80.0	21.0	0.207921	7.041e-07	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.28188e-05	4.0604e-06
GCA_015158615.1_ASM1515861v1_genomic	S19990068	1999.0	-22	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Orientalis	1.IN	1.IN2	SAMN13021978	KEEP: Assembly Modern	1	Asia	1999.0	22.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	2.375	77.0	44.0	19.0	2.3157900000000002	0.0	0.0	97.0	77.0	20.0	0.206186	4.694e-07	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.234939999999998e-05	3.591e-06
GCA_015158635.1_ASM1515863v1_genomic	S19960067	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Orientalis	1.IN	1.IN2	SAMN13021977	KEEP: Assembly Modern	1	Asia	1996.0	25.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	2.1790000000000003	85.0	48.0	20.0	2.4	3.0	0.15	105.0	85.0	20.0	0.190476	2.35e-08	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.307699999999999e-05	4.3186e-06
GCA_015158625.1_ASM1515862v1_genomic	S19940051	1994.0	-27	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Orientalis	1.IN	1.IN2	SAMN13021976	KEEP: Assembly Modern	1	Asia	1994.0	27.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	?	2.25	74.0	41.0	19.0	2.15789	0.0	0.0	104.0	74.0	30.0	0.288462	2.35e-08	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.0729999999999976e-05	1.9715999999999995e-06
GCA_015158675.1_ASM1515867v1_genomic	S20070189	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN13021975	KEEP: Assembly Modern	2	Asia	2007.0	14.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	1.868	177.0	92.0	47.0	1.95745	0.0	0.0	223.0	177.0	46.0	0.20627800000000002	2.35e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.461820000000002e-05	4.0604e-06
GCA_015158715.1_ASM1515871v1_genomic	S20040188	2004.0	-17	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN13021974	KEEP: Assembly Modern	2	Asia	2004.0	17.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	2.0	176.0	89.0	41.0	2.17073	1.0	0.0243902	215.0	176.0	39.0	0.181395	4.694e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.389060000000001e-05	3.3328000000000005e-06
GCA_015158695.1_ASM1515869v1_genomic	S20080165	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021973	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	?	1.9240000000000002	173.0	90.0	37.0	2.43243	1.0	0.027027	212.0	173.0	39.0	0.183962	2.35e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.321000000000001e-05	2.6522e-06
GCA_015158705.1_ASM1515870v1_genomic	S20080164	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021972	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	1.8330000000000002	180.0	90.0	39.0	2.30769	2.0	0.051282100000000004	218.0	180.0	38.0	0.174312	2.35e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.321000000000001e-05	2.6522e-06
GCA_015158755.1_ASM1515875v1_genomic	S20080163	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021971	KEEP: Assembly Modern Placement	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	1.784	181.0	99.0	43.0	2.30233	2.0	0.0465116	214.0	181.0	33.0	0.15420599999999998	9.388e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.50641e-05	4.5063e-06
GCA_015158765.1_ASM1515876v1_genomic	S20080158	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021970	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	1.984	166.0	90.0	39.0	2.30769	1.0	0.025641000000000004	206.0	166.0	40.0	0.194175	2.347e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.393760000000002e-05	3.3798e-06
GCA_015158805.1_ASM1515880v1_genomic	S20080157	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN13021969	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	1.855	179.0	93.0	47.0	1.97872	0.0	0.0	224.0	179.0	45.0	0.20089300000000002	4.694e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.506410000000002e-05	4.5063e-06
GCA_015158795.1_ASM1515879v1_genomic	S19960156	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021968	KEEP: Assembly Modern	2	Asia	1996.0	25.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	2.015	175.0	94.0	40.0	2.35	2.0	0.05	215.0	175.0	40.0	0.186047	0.0	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.424280000000003e-05	3.6849999999999994e-06
GCA_015158815.1_ASM1515881v1_genomic	S20080154	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN13021967	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	2.125	181.0	89.0	41.0	2.17073	8.0	0.195122	225.0	181.0	44.0	0.195556	2.347e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.367940000000003e-05	3.1216000000000003e-06
GCA_015158845.1_ASM1515884v1_genomic	S20070088	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021966	KEEP: Assembly Modern	2	Asia	2007.0	14.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	1.8030000000000002	186.0	94.0	41.0	2.29268	9.0	0.21951199999999998	209.0	186.0	23.0	0.110048	2.347e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.393760000000002e-05	3.3798e-06
GCA_015158875.1_ASM1515887v1_genomic	S20080151	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021965	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	2.031	171.0	94.0	41.0	2.29268	1.0	0.0243902	212.0	171.0	41.0	0.193396	2.35e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.419580000000002e-05	3.6379999999999997e-06
GCA_015158895.1_ASM1515889v1_genomic	S20080150	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021964	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	1.985	174.0	92.0	41.0	2.2439	2.0	0.0487805	210.0	174.0	36.0	0.171429	2.35e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.372640000000002e-05	3.1685999999999996e-06
GCA_015158935.1_ASM1515893v1_genomic	S20080149	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN13021963	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	2.095	177.0	90.0	41.0	2.19512	7.0	0.170732	218.0	177.0	41.0	0.188073	2.347e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.367940000000003e-05	3.1216000000000003e-06
GCA_015158905.1_ASM1515890v1_genomic	S20050130	2005.0	-16	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021962	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	?	1.651	185.0	103.0	40.0	2.575	1.0	0.025	221.0	185.0	36.0	0.162896	2.347e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.492340000000003e-05	4.365599999999999e-06
GCA_015158945.1_ASM1515894v1_genomic	S20070126	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021961	KEEP: Assembly Modern	2	Asia	2007.0	14.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	2.1719999999999997	181.0	95.0	41.0	2.31707	10.0	0.243902	221.0	181.0	40.0	0.18099500000000002	0.0	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.424280000000003e-05	3.6849999999999994e-06
GCA_015158955.1_ASM1515895v1_genomic	S20010125	2001.0	-20	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021960	KEEP: Assembly Modern	2	Asia	2001.0	20.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	?	1.849	186.0	100.0	42.0	2.38095	10.0	0.23809499999999997	226.0	186.0	40.0	0.176991	4.694e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.513460000000002e-05	4.5768e-06
GCA_015158995.1_ASM1515899v1_genomic	S19980124	1998.0	-23	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021959	KEEP: Assembly Modern	2	Asia	1998.0	23.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	?	2.015	174.0	98.0	40.0	2.45	0.0	0.0	216.0	174.0	42.0	0.194444	2.35e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.478270000000004e-05	4.224899999999999e-06
GCA_015159005.1_ASM1515900v1_genomic	S20050120	2005.0	-16	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021958	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	1.954	171.0	93.0	40.0	2.325	2.0	0.05	201.0	171.0	30.0	0.149254	2.35e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.471220000000003e-05	4.1543999999999996e-06
GCA_015159045.1_ASM1515904v1_genomic	S20050087	2005.0	-16	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN13021957	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	1.6740000000000002	215.0	104.0	47.0	2.21277	11.0	0.23404299999999997	242.0	215.0	27.0	0.11157	1.8776e-06	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.532230000000002e-05	4.7645e-06
GCA_015159035.1_ASM1515903v1_genomic	S20050084	2005.0	-16	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021956	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	1.9409999999999998	175.0	95.0	41.0	2.31707	1.0	0.0243902	212.0	175.0	37.0	0.174528	0.0	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.424280000000003e-05	3.6849999999999994e-06
GCA_015159075.1_ASM1515907v1_genomic	S20010083	2001.0	-20	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021955	KEEP: Assembly Modern	2	Asia	2001.0	20.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	1.9380000000000002	172.0	91.0	41.0	2.2195099999999996	3.0	0.0731707	213.0	172.0	41.0	0.19248800000000002	2.347e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.419580000000003e-05	3.6379999999999997e-06
GCA_015159085.1_ASM1515908v1_genomic	S20020079	2002.0	-19	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021954	KEEP: Assembly Modern	2	Asia	2002.0	19.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	?	2.045	182.0	93.0	41.0	2.2682900000000004	10.0	0.243902	213.0	182.0	31.0	0.14554	0.0	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.424280000000003e-05	3.6849999999999994e-06
GCA_015159105.1_ASM1515910v1_genomic	S20030070	2003.0	-18	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021953	KEEP: Assembly Modern	2	Asia	2003.0	18.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	?	1.882	176.0	92.0	41.0	2.2439	3.0	0.0731707	212.0	176.0	36.0	0.169811	2.347e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.419580000000003e-05	3.6379999999999997e-06
GCA_015159145.1_ASM1515914v1_genomic	S19910056	1991.0	-30	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021952	KEEP: Assembly Modern	2	Asia	1991.0	30.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	?	2.09	184.0	95.0	42.0	2.2619	10.0	0.23809499999999997	224.0	184.0	40.0	0.178571	2.35e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.452450000000004e-05	3.966699999999999e-06
GCA_015159135.1_ASM1515913v1_genomic	S19910050	1991.0	-30	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021951	KEEP: Assembly Modern	2	Asia	1991.0	30.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	?	1.985	176.0	95.0	42.0	2.2619	2.0	0.047619	212.0	176.0	36.0	0.169811	2.35e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.452450000000004e-05	3.966699999999999e-06
GCA_015159175.1_ASM1515917v1_genomic	S19980039	1998.0	-23	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021950	KEEP: Assembly Modern	2	Asia	1998.0	23.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	?	1.9709999999999999	180.0	98.0	41.0	2.3902400000000004	2.0	0.0487805	221.0	180.0	41.0	0.18552000000000002	2.35e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.475920000000004e-05	4.201399999999999e-06
GCA_015159195.1_ASM1515919v1_genomic	S19960038	1998.0	-23	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021949	KEEP: Assembly Modern	2	Asia	1998.0	23.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	?	1.8719999999999999	192.0	104.0	41.0	2.5365900000000003	1.0	0.0243902	216.0	192.0	24.0	0.11111099999999999	4.694e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.464170000000002e-05	4.0839e-06
GCA_015159615.1_ASM1515961v1_genomic	14D	1970.0	-51	Russia	Ingushetia	64.6863136	97.7453061	43.1655309	44.979682	Medievalis	2.MED	2.MED1	SAMN16431992	KEEP: Assembly Modern	2	Europe	1970.0	51.0	0.0	43.1655309	44.979682	Non-Human	?	?	Spermophilus pygmaeus	Rodentia	?	2.0	244.0	128.0	53.0	2.41509	9.0	0.169811	267.0	244.0	23.0	0.0861423	1.6429e-06	#c5e88a	2.MED	POINT (44.979682 43.1655309)	7.445210000000003e-05	1.0843199999999998e-05
GCA_015274745.1_ASM1527474v1_genomic	KM2074	2019.0	-2	Kyrgyzstan	?	41.5089324	74.724091	?	?	Antiqua	0.ANT	0.ANT5	SAMN14091023	KEEP: Assembly Modern No Province	0	Asia	2019.0	2.0	0.0	41.5089324	74.724091	Non-Human	IonTorrent	Newbler v. 2.6	Marmota baibacina	Rodentia	?	1.8430000000000002	178.0	90.0	42.0	2.1428599999999998	8.0	0.190476	197.0	178.0	19.0	0.0964467	2.35e-08	#238af5	0.ANT	POINT (74.724091 41.5089324)	5.82107e-05	1.59945e-05
GCA_015274715.1_ASM1527471v1_genomic	KM2080	2019.0	-2	Kyrgyzstan	?	41.5089324	74.724091	?	?	Antiqua	0.ANT	0.ANT5	SAMN14090740	KEEP: Assembly Modern No Province	0	Asia	2019.0	2.0	0.0	41.5089324	74.724091	Non-Human	IonTorrent	Newbler v. 2.6	Marmota baibacina	Rodentia	?	1.649	176.0	88.0	45.0	1.95556	7.0	0.155556	210.0	176.0	34.0	0.161905	4.694e-07	#238af5	0.ANT	POINT (74.724091 41.5089324)	5.8656600000000004e-05	1.64404e-05
GCA_015274685.1_ASM1527468v1_genomic	KM2071	2019.0	-2	Kyrgyzstan	?	41.5089324	74.724091	?	?	Antiqua	0.ANT	0.ANT5	SAMN14090728	KEEP: Assembly Modern No Province	0	Asia	2019.0	2.0	0.0	41.5089324	74.724091	Non-Human	IonTorrent	Newbler v. 2.6	flea	Siphonaptera	?	1.736	171.0	89.0	39.0	2.28205	7.0	0.17948699999999998	201.0	171.0	30.0	0.149254	2.35e-08	#238af5	0.ANT	POINT (74.724091 41.5089324)	5.8187200000000004e-05	1.5971e-05
GCA_014734395.1_ASM1473439v1_genomic	S16	2018.0	-3	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN16205174	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	43.2443242	114.3251664	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Nosopsyllus laeviceps	Siphonaptera	PAIRED	1.8419999999999999	200.0	110.0	46.0	2.3913	1.0	0.0217391	235.0	200.0	35.0	0.14893599999999999	2.35e-08	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.884050000000005e-05	5.231599999999999e-06
GCA_014734355.1_ASM1473435v1_genomic	S15	2018.0	-3	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN16205173	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	43.2443242	114.3251664	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Xenopsylla conformis	Siphonaptera	PAIRED	1.895	204.0	113.0	47.0	2.40426	1.0	0.0212766	233.0	204.0	29.0	0.124464	0.0	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.886400000000005e-05	5.255099999999999e-06
GCA_014734405.1_ASM1473440v1_genomic	S14	2018.0	-3	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN16205172	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	43.2443242	114.3251664	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Meriones unguiculatus	Rodentia	PAIRED	1.895	204.0	114.0	47.0	2.4255299999999997	1.0	0.0212766	239.0	204.0	35.0	0.14644400000000002	0.0	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.886400000000005e-05	5.255099999999999e-06
