sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	population_color	population	geometry	root_rtt_dist	clade_rtt_dist	population_rtt_dist	node_type	branch_length	branch_support	branch_support_conf_char	branch_support_conf_category	timetree_date	timetree_CI_height	timetree_CI_date	mugration_country	mugration_province	mugration_continent	mugration_host_order	mugration_population	mugration_country_confidence	mugration_country_lat_confidence	mugration_country_lon_confidence	mugration_province_confidence	mugration_province_lat_confidence	mugration_province_lon_confidence	mugration_continent_confidence	mugration_host_order_confidence	mugration_population_confidence	mugration_country_lat	mugration_country_lon	mugration_province_lat	mugration_province_lon	branch_length_sub	branch_length_time	rate_sub	rate_sub_year	date_lower	date_upper	divtree_coord_x	divtree_coord_y	rtt_dist	timetree_coord_x	timetree_coord_y	timetree_date_calendar	timetree_CI_lower_err	timetree_CI_upper_err	country_date_strain	province_date_strain
NODE506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	4.711e-07	100.0	*	HIGH	-198.751	{152.695,256.421}	{-256.421,-152.695}	United States of America	California	North America	Human	1.ORI	99.0	0.9999908207421052	0.9999908207421052	79.0	0.7913354656557194	0.7913354656557194	99.0	98.0	99.0	39.7837304	-100.4458825	36.7014631	-118.755997	1.9923280678	49.416	9.533349522421888e-09	0.04031746939857536	NA	NA	6.869519999999999e-05	509.419921875	6.869519999999999e-05	5079.2553	509.419921875	1823.0	58.0	46.0	NA	NA
NODE507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	43.0		LOW	-198.751	{152.695,256.421}	{-256.421,-152.695}	United States of America	California	North America	Human	1.ORI	99.0	0.9970636561861316	0.9970636561861316	34.0	0.3458304083308004	0.3458304083308004	99.0	93.0	99.0	39.7837304	-100.4458825	36.7014631	-118.755997	0.0998067128	0.0	0.0	0.0	NA	NA	6.871879999999999e-05	506.875	6.871879999999999e-05	5079.2553	506.875	1823.0	58.0	46.0	NA	NA
NODE508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.096e-07	98.0	*	HIGH	-191.528	{138.615,248.601}	{-248.601,-138.615}	United States of America	Arizona	North America	Human	1.ORI	99.0	0.9999911526563744	0.9999911526563744	47.0	0.4700529575160564	0.4700529575160564	99.0	99.0	99.0	39.7837304	-100.4458825	34.395342	-111.763275	0.8864189407999999	7.22278	2.9019297278887076e-08	0.12272545208354677	NA	NA	6.892839999999999e-05	507.75	6.892839999999999e-05	5086.47808	507.75	1830.0	57.0	53.0	NA	NA
NODE509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.356e-07	100.0	*	HIGH	-191.528	{138.615,248.601}	{-248.601,-138.615}	United States of America	New Mexico	North America	Human	1.ORI	99.0	0.9999996455233302	0.9999996455233302	46.0	0.4636473321663345	0.4636473321663345	99.0	99.0	99.0	39.7837304	-100.4458825	34.5708167	-105.993007	0.9963754887999999	0.0	0.0	0.0	NA	NA	6.916399999999999e-05	508.5	6.916399999999999e-05	5086.47808	508.5	1830.0	57.0	53.0	NA	NA
NODE510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	12.0		LOW	-154.926	{126.462,200.891}	{-200.891,-126.462}	United States of America	California	North America	Human	1.ORI	99.0	0.9999996429362136	0.9999996429362136	78.0	0.785101768235512	0.785101768235512	99.0	99.0	99.0	39.7837304	-100.4458825	36.7014631	-118.755997	0.0998067128	43.8244	5.38512791960643e-10	0.002277423371455171	NA	NA	6.871879999999999e-05	511.96484375	6.871879999999999e-05	5123.0797	511.96484375	1867.0	46.0	28.0	NA	NA
NODE511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	31.0		LOW	-139.057	{97.429,182.012}	{-182.012,-97.429}	United States of America	California	North America	Human	1.ORI	99.0	0.9999996699285908	0.9999996699285908	82.0	0.8220921945460069	0.8220921945460069	99.0	99.0	99.0	39.7837304	-100.4458825	36.7014631	-118.755997	0.0998067128	15.8688	1.4871949989917322e-09	0.006289493395845937	NA	NA	6.874239999999999e-05	510.5	6.874239999999999e-05	5138.9485	510.5	1882.0	43.0	42.0	NA	NA
NODE512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	24.0		LOW	-128.301	{89.667,177.08}	{-177.08,-89.667}	United States of America	New Mexico	North America	Human	1.ORI	99.0	0.9999996691811922	0.9999996691811922	99.0	0.9926312687284952	0.9926312687284952	99.0	98.0	99.0	39.7837304	-100.4458825	34.5708167	-105.993007	0.0998067128	26.6251	8.863816473928736e-10	0.003748594852225907	NA	NA	6.874239999999999e-05	513.4296875	6.874239999999999e-05	5149.7048	513.4296875	1893.0	49.0	39.0	NA	NA
NODE513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.356e-07	100.0	*	HIGH	-128.301	{89.667,177.08}	{-177.08,-89.667}	United States of America	New Mexico	North America	Human	1.ORI	99.0	0.9999996692543492	0.9999996692543492	99.0	0.9923887450637074	0.9923887450637074	99.0	80.0	99.0	39.7837304	-100.4458825	34.5708167	-105.993007	0.9963754887999999	0.0	0.0	0.0	NA	NA	6.897799999999999e-05	514.859375	6.897799999999999e-05	5149.7048	514.859375	1893.0	49.0	39.0	NA	NA
NODE514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.356e-07	100.0	*	HIGH	-120.425	{88.496,151.73}	{-151.73,-88.496}	United States of America	New Mexico	North America	Human	1.ORI	99.0	0.999999668505652	0.999999668505652	99.0	0.9999218081936346	0.9999218081936346	99.0	85.0	99.0	39.7837304	-100.4458825	34.5708167	-105.993007	0.9963754887999999	7.8764	2.9912142603219744e-08	0.1265013824589914	NA	NA	6.921359999999999e-05	516.71875	6.921359999999999e-05	5157.5812000000005	516.71875	1901.0	31.0	32.0	NA	NA
NODE515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	79.0		LOW	-119.658	{77.1205,151.73}	{-151.73,-77.1205}	United States of America	New Mexico	North America	Human	1.ORI	99.0	0.9999996692562928	0.9999996692562928	99.0	0.9973128632172918	0.9973128632172918	99.0	69.0	99.0	39.7837304	-100.4458825	34.5708167	-105.993007	0.0998067128	0.766342	3.0795649983949726e-08	0.13023782175582183	NA	NA	6.923719999999999e-05	514.75	6.923719999999999e-05	5158.347542	514.75	1902.0	32.0	42.0	NA	NA
NODE516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	4.711e-07	100.0	*	HIGH	-52.2187	{16.3193,88.1419}	{-88.1419,-16.3193}	United States of America	New Mexico	North America	Human	1.ORI	99.0	0.9999996700034816	0.9999996700034816	99.0	0.9999925522573372	0.9999925522573372	99.0	74.0	99.0	39.7837304	-100.4458825	34.5708167	-105.993007	1.9923280678	67.4396	6.985509997093696e-09	0.029542406357688955	NA	NA	6.970829999999998e-05	515.5	6.970829999999998e-05	5225.787142	515.5	1969.0	36.0	36.0	NA	NA
NODE517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.356e-07	100.0	*	HIGH	-111.686	{73.9051,144.655}	{-144.655,-73.9051}	United States of America	New Mexico	North America	Human	1.ORI	99.0	0.999999668507378	0.999999668507378	99.0	0.9999992643355512	0.9999992643355512	99.0	95.0	99.0	39.7837304	-100.4458825	34.5708167	-105.993007	0.9963754887999999	8.73883	2.696013081842764e-08	0.11401703532395067	NA	NA	6.944919999999999e-05	518.6875	6.944919999999999e-05	5166.320030000001	518.6875	1910.0	33.0	38.0	NA	NA
NODE518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.1778e-06	100.0	*	HIGH	-23.1154	{12,45.6973}	{-45.6973,-12}	United States of America	New Mexico	North America	Human	1.ORI	99.0	0.9999996700017524	0.9999996700017524	99.0	0.9999994664031095	0.9999994664031095	99.0	99.0	99.0	39.7837304	-100.4458825	34.5708167	-105.993007	4.9810316244	88.5704	1.3297896362667436e-08	0.056238106911564126	NA	NA	7.062699999999999e-05	517.5	7.062699999999999e-05	5254.89043	517.5	1998.0	22.0	11.0	NA	NA
NODE519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.1778e-06	100.0	*	HIGH	-44.6381	{19,73.7371}	{-73.7371,-19}	United States of America	New Mexico	North America	Human	1.ORI	99.0	0.9999996692545714	0.9999996692545714	99.0	0.9999994653094614	0.9999994653094614	99.0	91.0	99.0	39.7837304	-100.4458825	34.5708167	-105.993007	4.9810316244	67.0477	1.7566598108510805e-08	0.07429086492750683	NA	NA	7.062699999999999e-05	519.875	7.062699999999999e-05	5233.367730000001	519.875	1977.0	29.0	25.0	NA	NA
NODE520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	7.067e-07	100.0	*	HIGH	-17.0223	{12,29.0028}	{-29.0028,-12}	United States of America	New Mexico	North America	Rodentia	1.ORI	99.0	0.999999669258026	0.999999669258026	99.0	0.9999994658226266	0.9999994658226266	99.0	86.0	99.0	39.7837304	-100.4458825	34.5708167	-105.993007	2.9887035566000004	27.6157	2.559051554007322e-08	0.10822479808949259	NA	NA	7.133369999999998e-05	520.75	7.133369999999998e-05	5260.983430000001	520.75	2004.0	12.0	5.0	NA	NA
NODE521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	89.0		LOW	-17.0223	{12,29.0028}	{-29.0028,-12}	United States of America	New Mexico	North America	Rodentia	1.ORI	99.0	0.999999670003486	0.999999670003486	99.0	0.9999994669140272	0.9999994669140272	99.0	94.0	99.0	39.7837304	-100.4458825	34.5708167	-105.993007	0.0998067128	0.0	0.0	0.0	NA	NA	7.135729999999998e-05	521.5	7.135729999999998e-05	5260.983430000001	521.5	2004.0	12.0	5.0	NA	NA
NODE522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	12.0		LOW	-464.836	{413.422,545.294}	{-545.294,-413.422}	China	Central Java	Asia	Human	1.ORI	98.0	0.9865318392834032	0.9865318392834032	21.0	0.21775018563340168	0.21775018563340168	99.0	90.0	99.0	35.000074	104.999927	-7.303241199999999	110.0044145	0.0998067128	0.0	0.0	0.0	NA	NA	6.68343e-05	530.8906809091568	6.68343e-05	4813.1695	530.8906809091568	1557.0	81.0	51.0	NA	NA
NODE523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	20.0		LOW	-403.737	{351.022,487.612}	{-487.612,-351.022}	China	Central Java	Asia	Human	1.ORI	44.0	0.4479143276038533	0.4479143276038533	51.0	0.5187545616574858	0.5187545616574858	99.0	89.0	99.0	35.000074	104.999927	-7.303241199999999	110.0044145	0.0998067128	61.0994	3.8625583884620795e-10	0.0016335137955528205	NA	NA	6.68579e-05	525.7421875	6.68579e-05	4874.2689	525.7421875	1618.0	84.0	52.0	NA	NA
NODE524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	9.423e-07	100.0	*	HIGH	-244.754	{184.901,317.102}	{-317.102,-184.901}	Indonesia	Central Java	Asia	Rodentia	1.ORI	99.0	0.9979427673929572	0.9979427673929572	99.0	0.9989896548936308	0.9989896548936308	99.0	51.0	99.0	-2.4833826	117.8902853	-7.303241199999999	110.0044145	3.9850790454	158.983	5.927048803960172e-09	0.025066070242730356	NA	NA	6.78002e-05	523.75	6.78002e-05	5033.2519	523.75	1777.0	73.0	60.0	NA	NA
NODE525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.8268e-06	100.0	*	HIGH	-64	{64,81.2868}	{-81.2868,-64}	Indonesia	Central Java	Asia	Rodentia	1.ORI	99.0	0.999994192675994	0.999994192675994	99.0	0.99999741579649	0.99999741579649	99.0	94.0	99.0	-2.4833826	117.8902853	-7.303241199999999	110.0044145	11.954814226400002	180.754	1.563893468470961e-08	0.06613858739723603	NA	NA	7.0627e-05	524.5	7.0627e-05	5214.0059	524.5	1957.0	17.0	0.0	NA	NA
NODE526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.6489e-06	100.0	*	HIGH	-290.48	{232.347,351.377}	{-351.377,-232.347}	Madagascar	Province de Fianarantsoa	Africa	Human	1.ORI	84.0	0.8487522967650896	0.8487522967650896	31.0	0.31122194429930944	0.31122194429930944	60.0	98.0	99.0	-18.9249604	46.4416422	-21.743247	46.6145685	6.9733596922	113.257	1.4558923510246606e-08	0.061571114299336906	NA	NA	6.85068e-05	527.734375	6.85068e-05	4987.5259	527.734375	1731.0	61.0	58.0	NA	NA
NODE527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	80.0		LOW	-272.228	{199.543,339.075}	{-339.075,-199.543}	Madagascar	Province de Fianarantsoa	Africa	Human	1.ORI	99.0	0.9995379238667336	0.9995379238667336	63.0	0.6304622784304329	0.6304622784304329	99.0	99.0	99.0	-18.9249604	46.4416422	-21.743247	46.6145685	0.0998067128	18.2518	1.2930231538807132e-09	0.005468321634030616	NA	NA	6.85304e-05	526.5	6.85304e-05	5005.7777	526.5	1749.0	67.0	73.0	NA	NA
NODE528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	7.067e-07	100.0	*	HIGH	-264.019	{217.683,314.085}	{-314.085,-217.683}	Madagascar	Gansu	Africa	Human	1.ORI	84.0	0.8481944248719095	0.8481944248719095	25.0	0.25821188877664497	0.25821188877664497	60.0	98.0	99.0	-18.9249604	46.4416422	38.0000001	101.9999999	2.9887035566000004	26.4616	2.6706623938083865e-08	0.11294492988330261	NA	NA	6.92135e-05	528.96875	6.92135e-05	5013.987499999999	528.96875	1757.0	50.0	47.0	NA	NA
NODE529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	7.055e-07	100.0	*	HIGH	-264.019	{217.683,314.085}	{-314.085,-217.683}	China	Gansu	Asia	Human	1.ORI	59.0	0.5906110494029979	0.5906110494029979	42.0	0.4265891306070855	0.4265891306070855	83.0	99.0	99.0	35.000074	104.999927	38.0000001	101.9999999	2.983628639	0.0	0.0	0.0	NA	NA	6.991899999999999e-05	529.9375	6.991899999999999e-05	5013.987499999999	529.9375	1757.0	50.0	47.0	NA	NA
NODE530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	71.0		LOW	-264.019	{217.683,314.085}	{-314.085,-217.683}	Russia	Kirov Oblast	Europe	Human	1.ORI	98.0	0.9856116935305024	0.9856116935305024	99.0	0.9948639101586656	0.9948639101586656	61.0	93.0	99.0	64.6863136	97.7453061	57.9665589	49.4074599	0.0998067128	0.0	0.0	0.0	NA	NA	6.994259999999999e-05	530.875	6.994259999999999e-05	5013.987499999999	530.875	1757.0	50.0	47.0	NA	NA
NODE531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	4.065e-07	100.0	*	HIGH	-264.019	{217.683,314.085}	{-314.085,-217.683}	Russia	Kirov Oblast	Europe	Human	1.ORI	98.0	0.987933180846195	0.987933180846195	99.0	0.9936672646609821	0.9936672646609821	61.0	88.0	99.0	64.6863136	97.7453061	57.9665589	49.4074599	1.719128337	0.0	0.0	0.0	NA	NA	7.03491e-05	531.75	7.03491e-05	5013.987499999999	531.75	1757.0	50.0	47.0	NA	NA
NODE532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.5364e-06	99.0	*	HIGH	-264.019	{217.683,314.085}	{-314.085,-217.683}	India	Gujarat	Asia	Human	1.ORI	99.0	0.9974939215652568	0.9974939215652568	99.0	0.9974508071402182	0.9974508071402182	98.0	85.0	99.0	22.3511148	78.6677428	22.3850051	71.745261	6.4975861672	0.0	0.0	0.0	NA	NA	7.188549999999999e-05	532.5	7.188549999999999e-05	5013.987499999999	532.5	1757.0	50.0	47.0	NA	NA
NODE533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	14.0		LOW	-464.836	{413.422,545.294}	{-545.294,-413.422}	China	Fujian	Asia	Human	1.ORI	98.0	0.989688522434732	0.989688522434732	47.0	0.477724226657041	0.477724226657041	99.0	96.0	99.0	35.000074	104.999927	26.5450001	117.842778	0.0998067128	0.0	0.0	0.0	NA	NA	6.68579e-05	536.0391743183136	6.68579e-05	4813.1695	536.0391743183136	1557.0	81.0	51.0	NA	NA
NODE534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	23.0		LOW	-410.985	{338.87,488.128}	{-488.128,-338.87}	China	Fujian	Asia	Human	1.ORI	99.0	0.9999570019719208	0.9999570019719208	99.0	0.998897924198528	0.998897924198528	99.0	91.0	99.0	35.000074	104.999927	26.5450001	117.842778	0.0998067128	53.8517	4.382405755064371e-10	0.0018533623413931222	NA	NA	6.688149999999999e-05	534.5	6.688149999999999e-05	4867.0212	534.5	1611.0	78.0	72.0	NA	NA
NODE535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	21.0		LOW	-464.836	{413.422,545.294}	{-545.294,-413.422}	India	Maharashtra	Asia	Human	1.ORI	46.0	0.4658569119448447	0.4658569119448447	47.0	0.4757445816747367	0.4757445816747367	99.0	99.0	99.0	22.3511148	78.6677428	18.906835600000004	75.6741579	0.0998067128	0.0	0.0	0.0	NA	NA	6.688149999999999e-05	537.5783486366272	6.688149999999999e-05	4813.1695	537.5783486366272	1557.0	81.0	51.0	NA	NA
NODE536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	4.711e-07	100.0	*	HIGH	-464.836	{413.422,545.294}	{-545.294,-413.422}	India	Maharashtra	Asia	Human	1.ORI	20.0	0.20714552719513754	0.20714552719513754	19.0	0.19714327284025093	0.19714327284025093	43.0	96.0	99.0	22.3511148	78.6677428	18.906835600000004	75.6741579	1.9923280678	0.0	0.0	0.0	NA	NA	6.735259999999999e-05	539.1566972732544	6.735259999999999e-05	4813.1695	539.1566972732544	1557.0	81.0	51.0	NA	NA
NODE537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	50.0		LOW	-464.836	{413.422,545.294}	{-545.294,-413.422}	Algeria	Midlands	Africa	Human	1.ORI	39.0	0.3985573565357679	0.3985573565357679	39.0	0.3967614636876712	0.3967614636876712	99.0	97.0	99.0	28.0000272	2.9999825	-19.2785043	29.8790852	0.0998067128	0.0	0.0	0.0	NA	NA	6.737619999999999e-05	537.5	6.737619999999999e-05	4813.1695	537.5	1557.0	81.0	51.0	NA	NA
NODE538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	45.0		LOW	-464.836	{413.422,545.294}	{-545.294,-413.422}	Brazil	State of Mato Grosso	South America	Human	1.ORI	44.0	0.4450432614122831	0.4450432614122831	46.0	0.4602374850420708	0.4602374850420708	99.0	71.0	99.0	-10.3333333	-53.2	-15.616066	-56.123559	0.0998067128	0.0	0.0	0.0	NA	NA	6.737619999999999e-05	540.8133945465088	6.737619999999999e-05	4813.1695	540.8133945465088	1557.0	81.0	51.0	NA	NA
NODE539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.356e-07	100.0	*	HIGH	-394.878	{311.845,476.444}	{-476.444,-311.845}	Peru	La Paz	South America	Human	1.ORI	41.0	0.4104109823024263	0.4104109823024263	38.0	0.3845490269319439	0.3845490269319439	99.0	73.0	99.0	-6.8699697	-75.0458515	-16.4955455	-68.1336229	0.9963754887999999	69.9584	3.3677156710273533e-09	0.014242399608910437	NA	NA	6.761179999999999e-05	542.6267890930176	6.761179999999999e-05	4883.1279	542.6267890930176	1627.0	82.0	83.0	NA	NA
NODE540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.3556e-06	100.0	*	HIGH	-231.437	{171.301,316.338}	{-316.338,-171.301}	Peru	La Libertad	South America	Human	1.ORI	99.0	0.998058093420278	0.998058093420278	98.0	0.9893339487063532	0.9893339487063532	99.0	75.0	99.0	-6.8699697	-75.0458515	-8.0	-78.5	9.9620632488	163.441	1.4412540305064212e-08	0.06095204537906645	NA	NA	6.996739999999999e-05	545.2535781860352	6.996739999999999e-05	5046.5689	545.2535781860352	1790.0	85.0	60.0	NA	NA
NODE541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.1778e-06	100.0	*	HIGH	-164.419	{133.695,205.489}	{-205.489,-133.695}	Peru	La Libertad	South America	Rodentia	1.ORI	99.0	0.9999930700449894	0.9999930700449894	98.0	0.9802375602320366	0.9802375602320366	99.0	72.0	99.0	-6.8699697	-75.0458515	-8.0	-78.5	4.9810316244	67.0178	1.757443544849279e-08	0.07432400980634996	NA	NA	7.114519999999998e-05	549.5071563720703	7.114519999999998e-05	5113.5867	549.5071563720703	1857.0	41.0	31.0	NA	NA
NODE542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	8.0		LOW	-164.419	{133.695,205.489}	{-205.489,-133.695}	Peru	Cajamarca	South America	Rodentia	1.ORI	99.0	0.9999994625816097	0.9999994625816097	99.0	0.9917998846645578	0.9917998846645578	99.0	81.0	99.0	-6.8699697	-75.0458515	-6.25	-78.833333	0.0998067128	0.0	0.0	0.0	NA	NA	7.116879999999998e-05	542.9375	7.116879999999998e-05	5113.5867	542.9375	1857.0	41.0	31.0	NA	NA
NODE543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	14.0		LOW	-164.419	{133.695,205.489}	{-205.489,-133.695}	Peru	Cajamarca	South America	Rodentia	1.ORI	99.0	0.9999994836403866	0.9999994836403866	99.0	0.9998765912748292	0.9998765912748292	99.0	76.0	99.0	-6.8699697	-75.0458515	-6.25	-78.833333	0.0998067128	0.0	0.0	0.0	NA	NA	7.119239999999998e-05	543.875	7.119239999999998e-05	5113.5867	543.875	1857.0	41.0	31.0	NA	NA
NODE544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	5.16e-08	9.0		LOW	-164.419	{133.695,205.489}	{-205.489,-133.695}	Peru	Cajamarca	South America	Human	1.ORI	99.0	0.9999994837140266	0.9999994837140266	99.0	0.9998752445108844	0.9998752445108844	99.0	76.0	99.0	-6.8699697	-75.0458515	-6.25	-78.833333	0.2182214568	0.0	0.0	0.0	NA	NA	7.124399999999998e-05	544.75	7.124399999999998e-05	5113.5867	544.75	1857.0	41.0	31.0	NA	NA
