sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	population_color	population	geometry	root_rtt_dist	clade_rtt_dist	population_rtt_dist	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	variant_qc	tstv_outlier
GCA_015158705.1_ASM1515870v1_genomic	S20080164	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021972	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.416929999999998e-05	NA	2.6619000000000003e-06	1.8330000000000002	180.0	90.0	39.0	2.30769	2.0	0.051282100000000004	218.0	180.0	38.0	0.174312	2.36e-08	pass	0.0
GCA_015158755.1_ASM1515875v1_genomic	S20080163	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021971	KEEP: Assembly Modern Placement	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.614829999999997e-05	NA	4.640900000000001e-06	1.784	181.0	99.0	43.0	2.30233	2.0	0.0465116	214.0	181.0	33.0	0.15420599999999998	9.423e-07	pass	0.0
GCA_015158765.1_ASM1515876v1_genomic	S20080158	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021970	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.485249999999999e-05	NA	3.3451000000000004e-06	1.984	166.0	90.0	39.0	2.30769	1.0	0.025641000000000004	206.0	166.0	40.0	0.194175	2.356e-07	pass	0.0
GCA_015158805.1_ASM1515880v1_genomic	S20080157	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN13021969	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.627899999999998e-05	NA	4.7716e-06	1.855	179.0	93.0	47.0	1.97872	0.0	0.0	224.0	179.0	45.0	0.20089300000000002	4.711e-07	pass	0.0
GCA_015158795.1_ASM1515879v1_genomic	S19960156	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021968	KEEP: Assembly Modern	2	Asia	1996.0	25.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.515879999999998e-05	NA	3.6514000000000003e-06	2.015	175.0	94.0	40.0	2.35	2.0	0.05	215.0	175.0	40.0	0.186047	0.0	pass	0.0
GCA_015158815.1_ASM1515881v1_genomic	S20080154	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN13021967	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.464049999999999e-05	NA	3.1331e-06	2.125	181.0	89.0	41.0	2.17073	8.0	0.195122	225.0	181.0	44.0	0.195556	2.356e-07	pass	0.0
GCA_015158845.1_ASM1515884v1_genomic	S20070088	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021966	KEEP: Assembly Modern	2	Asia	2007.0	14.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.492329999999998e-05	NA	3.4159000000000006e-06	1.8030000000000002	186.0	94.0	41.0	2.29268	9.0	0.21951199999999998	209.0	186.0	23.0	0.110048	2.356e-07	pass	0.0
GCA_015158875.1_ASM1515887v1_genomic	S20080151	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021965	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.525319999999997e-05	NA	3.7458000000000006e-06	2.031	171.0	94.0	41.0	2.29268	1.0	0.0243902	212.0	171.0	41.0	0.193396	2.36e-08	pass	0.0
GCA_015158895.1_ASM1515889v1_genomic	S20080150	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021964	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.468769999999998e-05	NA	3.1803000000000007e-06	1.985	174.0	92.0	41.0	2.2439	2.0	0.0487805	210.0	174.0	36.0	0.171429	2.36e-08	pass	0.0
GCA_015158935.1_ASM1515893v1_genomic	S20080149	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN13021963	KEEP: Assembly Modern	2	Asia	2008.0	13.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.461689999999999e-05	NA	3.1095e-06	2.095	177.0	90.0	41.0	2.19512	7.0	0.170732	218.0	177.0	41.0	0.188073	2.356e-07	pass	0.0
GCA_015158905.1_ASM1515890v1_genomic	S20050130	2005.0	-16	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021962	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.595989999999996e-05	NA	4.4525e-06	1.651	185.0	103.0	40.0	2.575	1.0	0.025	221.0	185.0	36.0	0.162896	2.356e-07	pass	0.0
GCA_015158945.1_ASM1515894v1_genomic	S20070126	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021961	KEEP: Assembly Modern	2	Asia	2007.0	14.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.513519999999998e-05	NA	3.6278000000000002e-06	2.1719999999999997	181.0	95.0	41.0	2.31707	10.0	0.243902	221.0	181.0	40.0	0.18099500000000002	2.36e-08	fail	0.0
GCA_015158955.1_ASM1515895v1_genomic	S20010125	2001.0	-20	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021960	KEEP: Assembly Modern	2	Asia	2001.0	20.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.617179999999996e-05	NA	4.6644e-06	1.849	186.0	100.0	42.0	2.38095	10.0	0.23809499999999997	226.0	186.0	40.0	0.176991	4.711e-07	fail	0.0
GCA_015158995.1_ASM1515899v1_genomic	S19980124	1998.0	-23	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021959	KEEP: Assembly Modern	2	Asia	1998.0	23.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.593629999999997e-05	NA	4.428900000000001e-06	2.015	174.0	98.0	40.0	2.45	0.0	0.0	216.0	174.0	42.0	0.194444	2.36e-08	pass	0.0
GCA_015159005.1_ASM1515900v1_genomic	S20050120	2005.0	-16	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021958	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.574789999999996e-05	NA	4.2405e-06	1.954	171.0	93.0	40.0	2.325	2.0	0.05	201.0	171.0	30.0	0.149254	2.36e-08	pass	0.0
GCA_015159045.1_ASM1515904v1_genomic	S20050087	2005.0	-16	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN13021957	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.6279e-05	NA	4.7716e-06	1.6740000000000002	215.0	104.0	47.0	2.21277	11.0	0.23404299999999997	242.0	215.0	27.0	0.11157	1.6489e-06	fail	0.0
GCA_015159035.1_ASM1515903v1_genomic	S20050084	2005.0	-16	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021956	KEEP: Assembly Modern	2	Asia	2005.0	16.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.520599999999997e-05	NA	3.6986000000000005e-06	1.9409999999999998	175.0	95.0	41.0	2.31707	1.0	0.0243902	212.0	175.0	37.0	0.174528	2.36e-08	pass	0.0
GCA_015159075.1_ASM1515907v1_genomic	S20010083	2001.0	-20	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021955	KEEP: Assembly Modern	2	Asia	2001.0	20.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.515889999999998e-05	NA	3.6515000000000005e-06	1.9380000000000002	172.0	91.0	41.0	2.2195099999999996	3.0	0.0731707	213.0	172.0	41.0	0.19248800000000002	2.356e-07	pass	0.0
GCA_015159085.1_ASM1515908v1_genomic	S20020079	2002.0	-19	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021954	KEEP: Assembly Modern	2	Asia	2002.0	19.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.515879999999998e-05	NA	3.6514000000000003e-06	2.045	182.0	93.0	41.0	2.2682900000000004	10.0	0.243902	213.0	182.0	31.0	0.14554	0.0	fail	0.0
GCA_015159105.1_ASM1515910v1_genomic	S20030070	2003.0	-18	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021953	KEEP: Assembly Modern	2	Asia	2003.0	18.0	0.0	29.8556443	90.8749807	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.515889999999998e-05	NA	3.6515000000000005e-06	1.882	176.0	92.0	41.0	2.2439	3.0	0.0731707	212.0	176.0	36.0	0.169811	2.356e-07	pass	0.0
GCA_015159145.1_ASM1515914v1_genomic	S19910056	1991.0	-30	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021952	KEEP: Assembly Modern	2	Asia	1991.0	30.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.548879999999997e-05	NA	3.9814000000000005e-06	2.09	184.0	95.0	42.0	2.2619	10.0	0.23809499999999997	224.0	184.0	40.0	0.178571	2.36e-08	fail	0.0
GCA_015159135.1_ASM1515913v1_genomic	S19910050	1991.0	-30	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021951	KEEP: Assembly Modern	2	Asia	1991.0	30.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.548879999999997e-05	NA	3.9814000000000005e-06	1.985	176.0	95.0	42.0	2.2619	2.0	0.047619	212.0	176.0	36.0	0.169811	2.36e-08	pass	0.0
GCA_015159175.1_ASM1515917v1_genomic	S19980039	1998.0	-23	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021950	KEEP: Assembly Modern	2	Asia	1998.0	23.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.591269999999997e-05	NA	4.405300000000001e-06	1.9709999999999999	180.0	98.0	41.0	2.3902400000000004	2.0	0.0487805	221.0	180.0	41.0	0.18552000000000002	2.36e-08	pass	0.0
GCA_015159195.1_ASM1515919v1_genomic	S19960038	1998.0	-23	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN13021949	KEEP: Assembly Modern	2	Asia	1998.0	23.0	0.0	29.8556443	90.8749807	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.555909999999998e-05	NA	4.0517e-06	1.8719999999999999	192.0	104.0	41.0	2.5365900000000003	1.0	0.0243902	216.0	192.0	24.0	0.11111099999999999	4.711e-07	pass	0.0
GCA_015159615.1_ASM1515961v1_genomic	14D	1970.0	-51	Russia	Ingushetia	64.6863136	97.7453061	43.1655309	44.979682	Medievalis	2.MED	2.MED1	SAMN16431992	KEEP: Assembly Modern	2	Europe	1970.0	51.0	0.0	43.1655309	44.979682	Non-Human	NA	NA	Spermophilus pygmaeus	Rodentia	#c5e88a	2.MED	POINT (44.979682 43.1655309)	7.571359999999997e-05	NA	1.2321699999999998e-05	2.0	244.0	128.0	53.0	2.41509	9.0	0.169811	267.0	244.0	23.0	0.0861423	1.6489e-06	pass	0.0
GCA_015274745.1_ASM1527474v1_genomic	KM2074	2019.0	-2	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT5	SAMN14091023	KEEP: Assembly Modern No Province	0	Asia	2019.0	2.0	0.0	41.5089324	74.724091	Non-Human	IonTorrent	Newbler v. 2.6	Marmota baibacina	Rodentia	#238af5	0.ANT	POINT (74.724091 41.5089324)	5.917549999999999e-05	NA	1.65474e-05	1.8430000000000002	178.0	90.0	42.0	2.1428599999999998	8.0	0.190476	197.0	178.0	19.0	0.0964467	2.36e-08	pass	0.0
GCA_015274715.1_ASM1527471v1_genomic	KM2080	2019.0	-2	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT5	SAMN14090740	KEEP: Assembly Modern No Province	0	Asia	2019.0	2.0	0.0	41.5089324	74.724091	Non-Human	IonTorrent	Newbler v. 2.6	Marmota baibacina	Rodentia	#238af5	0.ANT	POINT (74.724091 41.5089324)	5.95994e-05	NA	1.6971299999999998e-05	1.649	176.0	88.0	45.0	1.95556	7.0	0.155556	210.0	176.0	34.0	0.161905	4.711e-07	pass	0.0
GCA_015274685.1_ASM1527468v1_genomic	KM2071	2019.0	-2	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT5	SAMN14090728	KEEP: Assembly Modern No Province	0	Asia	2019.0	2.0	0.0	41.5089324	74.724091	Non-Human	IonTorrent	Newbler v. 2.6	flea	Siphonaptera	#238af5	0.ANT	POINT (74.724091 41.5089324)	5.917549999999999e-05	NA	1.65474e-05	1.736	171.0	89.0	39.0	2.28205	7.0	0.17948699999999998	201.0	171.0	30.0	0.149254	2.36e-08	pass	0.0
GCA_014734395.1_ASM1473439v1_genomic	S16	2018.0	-3	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN16205174	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	43.2443242	114.3251664	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Nosopsyllus laeviceps	Siphonaptera	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	7.005849999999998e-05	NA	6.6666e-06	1.8419999999999999	200.0	110.0	46.0	2.3913	1.0	0.0217391	235.0	200.0	35.0	0.14893599999999999	2.36e-08	pass	0.0
GCA_014734355.1_ASM1473435v1_genomic	S15	2018.0	-3	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN16205173	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	43.2443242	114.3251664	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Xenopsylla conformis	Siphonaptera	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	7.005849999999998e-05	NA	6.6666e-06	1.895	204.0	113.0	47.0	2.40426	1.0	0.0212766	233.0	204.0	29.0	0.124464	2.36e-08	pass	0.0
GCA_014734405.1_ASM1473440v1_genomic	S14	2018.0	-3	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN16205172	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	43.2443242	114.3251664	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Meriones unguiculatus	Rodentia	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	7.005849999999998e-05	NA	6.6666e-06	1.895	204.0	114.0	47.0	2.4255299999999997	1.0	0.0212766	239.0	204.0	35.0	0.14644400000000002	2.36e-08	pass	0.0
GCA_013421535.1_ASM1342153v1_genomic	P_14709	1988.0	-33	Vietnam	Ho Chi Minh City	13.2904027	108.4265113	10.7715512	106.6983801	Orientalis	1.ORI	1.ORI2	SAMN14943533	KEEP: Assembly Modern	1	Asia	1988.0	33.0	0.0	10.7715512	106.6983801	NA	IonTorrent	Newbler v. 2.6	missing	NA	#ff0000	1.ORI	POINT (106.6983801 10.7715512)	7.32611e-05	NA	6.474e-06	1.76	63.0	30.0	20.0	1.5	2.0	0.1	76.0	63.0	13.0	0.171053	2.8268e-06	fail	0.0
GCA_013421545.1_ASM1342154v1_genomic	P_13273	1986.0	-35	Vietnam	NA	13.2904027	108.4265113	NA	NA	Orientalis	1.ORI	1.ORI2	SAMN14943532	KEEP: Assembly Modern No Province	1	Asia	1986.0	35.0	0.0	13.2904027	108.4265113	NA	IonTorrent	Newbler v. 2.6	missing	NA	#ff0000	1.ORI	POINT (108.4265113 13.2904027)	7.37918e-05	NA	7.004700000000001e-06	1.147	64.0	34.0	17.0	2.0	1.0	0.0588235	80.0	64.0	16.0	0.2	2.8268e-06	pass	0.0
GCA_013421555.1_ASM1342155v1_genomic	P_13272	1986.0	-35	Vietnam	NA	13.2904027	108.4265113	NA	NA	Orientalis	1.ORI	1.ORI2	SAMN14943531	KEEP: Assembly Modern No Province	1	Asia	1986.0	35.0	0.0	13.2904027	108.4265113	NA	IonTorrent	Newbler v. 2.6	missing	NA	#ff0000	1.ORI	POINT (108.4265113 13.2904027)	7.175689999999999e-05	NA	4.9698e-06	1.2670000000000001	59.0	29.0	16.0	1.8125	4.0	0.25	82.0	59.0	23.0	0.280488	7.919e-07	fail	0.0
GCA_013421465.1_ASM1342146v1_genomic	Saigon_Nhatraung_62_3	1962.0	-59	Vietnam	Khánh Hoà Province	13.2904027	108.4265113	12.196080300000002	108.9950386	Orientalis	1.ORI	1.ORI2	SAMN14943509	KEEP: Assembly Modern	1	Asia	1962.0	59.0	0.0	12.196080300000002	108.9950386	NA	IonTorrent	Newbler v. 2.6	missing	NA	#ff0000	1.ORI	POINT (108.9950386 12.1960803)	7.46273e-05	NA	7.8402e-06	2.24	74.0	38.0	19.0	2.0	3.0	0.157895	92.0	74.0	18.0	0.195652	4.2402e-06	pass	0.0
GCA_013421455.1_ASM1342145v1_genomic	140_Dalat	1967.0	-54	Vietnam	Lâm Đồng Province	13.2904027	108.4265113	11.6937725	108.152754	Orientalis	1.ORI	1.ORI2	SAMN14943503	KEEP: Assembly Modern	1	Asia	1967.0	54.0	0.0	11.6937725	108.152754	NA	IonTorrent	Newbler v. 2.6	missing	NA	#ff0000	1.ORI	POINT (108.152754 11.6937725)	7.088179999999999e-05	NA	4.0947e-06	1.5519999999999998	65.0	33.0	19.0	1.7368400000000002	3.0	0.157895	80.0	65.0	15.0	0.1875	4.711e-07	pass	0.0
GCA_015350455.1_ASM1535045v1_genomic	693	1949.0	-72	Turkmenistan	NA	39.37638070000001	59.3924609	NA	NA	Medievalis	2.MED	2.MED1	SAMN15246854	KEEP: Assembly Modern No Province	2	Asia	1949.0	72.0	0.0	39.37638070000001	59.3924609	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	#c5e88a	2.MED	POINT (59.3924609 39.37638070000001)	7.273519999999995e-05	NA	9.343299999999997e-06	1.819	209.0	117.0	49.0	2.3877599999999997	0.0	0.0	220.0	209.0	11.0	0.05	4.711e-07	pass	0.0
GCA_015350435.1_ASM1535043v1_genomic	M-525	1970.0	-51	Turkmenistan	NA	39.37638070000001	59.3924609	NA	NA	Medievalis	2.MED	2.MED1	SAMN15246724	KEEP: Assembly Modern No Province	2	Asia	1970.0	51.0	0.0	39.37638070000001	59.3924609	Non-Human	IonTorrent	Newbler v. 2.6	Rhombomys opimus	Rodentia	#c5e88a	2.MED	POINT (59.3924609 39.37638070000001)	7.322999999999995e-05	NA	9.838099999999996e-06	1.788	212.0	116.0	50.0	2.32	1.0	0.02	218.0	212.0	6.0	0.027522900000000003	9.423e-07	pass	0.0
GCA_015350425.1_ASM1535042v1_genomic	153	1964.0	-57	Turkmenistan	NA	39.37638070000001	59.3924609	NA	NA	Medievalis	2.MED	2.MED1	SAMN15246690	KEEP: Assembly Modern No Province	2	Asia	1964.0	57.0	0.0	39.37638070000001	59.3924609	Non-Human	IonTorrent	Newbler v. 2.6	Meriones libycus	Rodentia	#c5e88a	2.MED	POINT (59.3924609 39.37638070000001)	7.393669999999995e-05	NA	1.0544799999999998e-05	1.7530000000000001	215.0	118.0	50.0	2.36	1.0	0.02	226.0	215.0	11.0	0.0486726	1.4134e-06	pass	0.0
GCA_013391945.1_ASM1339194v1_genomic	3256	2017.0	-4	Mongolia	Zavkhan Province	46.8250388	103.8499736	48.82133605	93.1017516702174	Antiqua	3.ANT	3.ANT2	SAMN13880443	KEEP: Assembly Modern Ambiguous Province	3	Asia	2017.0	4.0	0.0	48.82133605	93.1017516702174	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Marmota sibirica	Rodentia	#3ae8d7	3.ANT	POINT (93.1017516702174 48.82133605)	6.219059999999999e-05	NA	6.8314e-06	2.305	173.0	80.0	41.0	1.9512200000000002	7.0	0.170732	191.0	173.0	18.0	0.0942408	2.1201e-06	pass	0.0
GCA_013391965.1_ASM1339196v1_genomic	3243	2016.0	-5	Mongolia	Hovsgel	46.8250388	103.8499736	50.2206196	99.9170492	Antiqua	3.ANT	3.ANT2	SAMN13880442	KEEP: Assembly Modern Ambiguous Province	3	Asia	2016.0	5.0	0.0	50.2206196	99.9170492	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Marmota sibirica	Rodentia	#3ae8d7	3.ANT	POINT (99.91704919999999 50.2206196)	6.1955e-05	NA	6.5958e-06	1.838	166.0	79.0	45.0	1.7555599999999998	7.0	0.155556	180.0	166.0	14.0	0.07777780000000001	2.5912e-06	pass	0.0
GCA_013392085.1_ASM1339208v1_genomic	3310	2018.0	-3	Mongolia	Dornogovi	46.8250388	103.8499736	44.4179637	109.7783753	Medievalis	2.MED	2.MED3	SAMN13907445	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	44.4179637	109.7783753	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Spermophilus erythrogenys	Rodentia	#c5e88a	2.MED	POINT (109.7783753 44.4179637)	7.015289999999997e-05	NA	6.761e-06	1.896	207.0	113.0	48.0	2.35417	2.0	0.041666699999999994	237.0	207.0	30.0	0.126582	0.0	pass	0.0
GCA_013392055.1_ASM1339205v1_genomic	3309	2018.0	-3	Mongolia	Dornogovi	46.8250388	103.8499736	44.4179637	109.7783753	Medievalis	2.MED	2.MED3	SAMN13907444	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	44.4179637	109.7783753	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Meriones meridianus	Rodentia	#c5e88a	2.MED	POINT (109.7783753 44.4179637)	7.010569999999997e-05	NA	6.7138e-06	1.883	205.0	112.0	49.0	2.28571	1.0	0.020408199999999998	229.0	205.0	24.0	0.104803	2.36e-08	pass	0.0
GCA_013392045.1_ASM1339204v1_genomic	3307	2018.0	-3	Mongolia	Dornogovi	46.8250388	103.8499736	44.4179637	109.7783753	Medievalis	2.MED	2.MED3	SAMN13907443	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	44.4179637	109.7783753	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Mus musculus	Rodentia	#c5e88a	2.MED	POINT (109.7783753 44.4179637)	7.015289999999997e-05	NA	6.761e-06	1.765	208.0	113.0	48.0	2.35417	2.0	0.041666699999999994	227.0	208.0	19.0	0.0837004	0.0	pass	0.0
GCA_013392105.1_ASM1339210v1_genomic	3306	2018.0	-3	Mongolia	Dornogovi	46.8250388	103.8499736	44.4179637	109.7783753	Medievalis	2.MED	2.MED3	SAMN13907442	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	44.4179637	109.7783753	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Rattus norvegicus	Rodentia	#c5e88a	2.MED	POINT (109.7783753 44.4179637)	7.008209999999998e-05	NA	6.6902e-06	1.882	203.0	112.0	48.0	2.33333	1.0	0.0208333	233.0	203.0	30.0	0.128755	2.36e-08	pass	0.0
GCA_013392075.1_ASM1339207v1_genomic	3305	2018.0	-3	Mongolia	Dornogovi	46.8250388	103.8499736	44.4179637	109.7783753	Medievalis	2.MED	2.MED3	SAMN13907441	KEEP: Assembly Modern	2	Asia	2018.0	3.0	0.0	44.4179637	109.7783753	Non-Human	Illumina NovaSeq	SPAdes v. 3.12.0	Rattus norvegicus	Rodentia	#c5e88a	2.MED	POINT (109.7783753 44.4179637)	7.015289999999997e-05	NA	6.761e-06	1.8330000000000002	205.0	113.0	48.0	2.35417	1.0	0.0208333	233.0	205.0	28.0	0.120172	2.36e-08	pass	0.0
